"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
0,0,"0",55,"0",13,51778,"No",0,"No","M","Masters","Lawyer",8,"Private",19710,6,"Minivan","yes",0,"0","No",0,17,"Highly Urban/ Urban"
1,3577.71442227406,"0",42,"0",7,76034,"No",0,"No","F","High School","Blue Collar",39,"Commercial",11880,1,"SUV","no",0,"0","Yes",0,5,"Highly Urban/ Urban"
0,0,"0",52,"0",13,160405,"No",0,"No","M","Masters","Manager",8,"Commercial",19170,1,"Van","no",16951,"5","No",3,11,"Highly Urban/ Urban"
0,0,"0",46,"0",13,170949,"No",458806,"Yes","M","PhD","Manager",30,"Private",23730,1,"Minivan","no",0,"0","No",0,15,"Highly Urban/ Urban"
1,3841.36320339805,"0",40,"1",11,29310,"No",118987,"Yes","M","High School","Clerical",5,"Commercial",9240,1,"Pickup","no",0,"0","Yes",1,2,"Highly Urban/ Urban"
0,0,"0",57,"2",0,0,"No",82024,"Yes","F","Bachelors","Home Maker",14,"Private",1500,6,"SUV","no",8694,"3","No",1,5,"Highly Urban/ Urban"
0,0,"0",59,"0",11,39763,"No",190272,"Yes","F","Bachelors","Home Maker",13,"Commercial",21190,7,"Pickup","no",0,"0","No",1,10,"Highly Rural/ Rural"
0,0,"0",38,"2",14,57684,"Yes",189247,"No","F","Bachelors","Professional",22,"Private",5300,10,"Sports Car","no",5892,"2","No",0,17,"Highly Urban/ Urban"
0,0,"1",38,"2",13,58193,"No",199571,"Yes","M","Bachelors","Blue Collar",24,"Private",26650,10,"Minivan","no",0,"0","No",1,8,"Highly Rural/ Rural"
0,0,"1",62,"1",11,66784,"No",262589,"Yes","M","Bachelors","Manager",49,"Private",29350,1,"SUV","yes",0,"0","No",0,1,"Highly Urban/ Urban"
1,3483.22625592428,"0",51,"0",0,0,"No",0,"No","F","Bachelors","Home Maker",33,"Private",4270,4,"Sports Car","no",0,"0","No",5,9,"Highly Urban/ Urban"
1,4276.11923169521,"0",50,"0",8,21567,"No",149254,"Yes","M","<High School","Blue Collar",42,"Commercial",17990,1,"Van","no",5228,"2","No",5,1,"Highly Urban/ Urban"
1,3792.79231900592,"0",37,"3",15,72019,"Yes",0,"No","F","Bachelors","Professional",46,"Private",12400,1,"SUV","no",1109,"3","No",8,1,"Highly Urban/ Urban"
0,0,"0",33,"3",12,14369,"No",142305,"Yes","F","<High School","Clerical",37,"Private",32280,10,"SUV","no",0,"0","No",4,6,"Highly Rural/ Rural"
0,0,"0",43,"0",0,0,"No",158840,"Yes","F","High School","Home Maker",32,"Private",14530,1,"Minivan","no",8894,"3","No",0,12,"Highly Urban/ Urban"
0,0,"0",42,"0",12,4215,"No",0,"Yes","F","<High School","Student",23,"Private",6120,12,"SUV","no",4995,"3","No",5,1,"Highly Urban/ Urban"
0,0,"0",40,"1",11,71293,"Yes",164600,"No","F","Bachelors","Blue Collar",27,"Commercial",8630,3,"SUV","no",0,"0","No",0,12,"Highly Rural/ Rural"
0,0,"0",32,"2",13,34368,"No",142365,"Yes","F","<High School","Blue Collar",48,"Private",7640,17,"Sports Car","no",0,"0","No",2,1,"Highly Urban/ Urban"
1,3492.64804809045,"0",49,"0",14,28696,"No",164841,"No","M","Bachelors","Clerical",49,"Commercial",5920,4,"Pickup","yes",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",66,"1",14,45876,"No",207530,"Yes","F","High School","Professional",30,"Private",18880,3,"Sports Car","no",28353,"1","No",7,1,"Highly Urban/ Urban"
0,0,"0",46,"0",6,106711,"No",312123,"Yes","F","High School","Blue Collar",26,"Commercial",12630,4,"SUV","no",9091,"3","No",0,10,"Highly Urban/ Urban"
0,0,"0",39,"0",14,167127,"No",468778,"Yes","M","PhD","Lawyer",25,"Private",20910,10,"Minivan","yes",0,"0","No",1,13,"Highly Urban/ Urban"
0,0,"0",55,"1",15,67140,"No",228964,"Yes","F","Bachelors","Blue Collar",72,"Commercial",21130,9,"Minivan","no",0,"0","No",0,12,"Highly Rural/ Rural"
0,0,"1",40,"2",14,51778,"No",123204,"Yes","M","<High School","Blue Collar",33,"Private",7530,6,"Minivan","yes",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",46,"0",13,23863,"No",143184,"Yes","M","Masters","Lawyer",44,"Private",11320,1,"Pickup","yes",7387,"2","No",4,18,"Highly Urban/ Urban"
1,4637.76896999239,"1",41,"2",10,132114,"Yes",0,"No","M","Masters","Unknown",33,"Commercial",18810,3,"Van","no",943,"2","No",5,13,"Highly Urban/ Urban"
0,0,"0",45,"0",13,117609,"No",362233,"Yes","M","Masters","Lawyer",5,"Private",17760,4,"Van","yes",0,"0","No",0,23,"Highly Urban/ Urban"
0,0,"0",56,"0",12,184068,"No",0,"No","M","PhD","Doctor",31,"Private",33080,7,"Minivan","no",0,"0","No",2,13,"Highly Urban/ Urban"
0,0,"0",41,"0",12,75080,"No",237088,"Yes","F","Bachelors","Manager",37,"Private",9010,1,"SUV","no",6244,"2","No",4,3,"Highly Urban/ Urban"
0,0,"0",46,"0",10,76744,"No",231484,"No","F","Bachelors","Blue Collar",62,"Private",15300,16,"SUV","no",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",39,"0",7,140469,"No",351523,"Yes","F","Bachelors","Manager",8,"Private",29170,1,"Pickup","no",0,"0","No",0,13,"Highly Urban/ Urban"
0,0,"0",53,"0",12,38720,"No",183228,"Yes","M","Bachelors","Blue Collar",29,"Commercial",10670,6,"Minivan","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",45,"0",13,69852,"No",214714,"Yes","F","Bachelors","Professional",10,"Private",6000,11,"SUV","no",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"1",36,"1",9,3747,"No",0,"Yes","F","High School","Student",38,"Commercial",5100,10,"Sports Car","no",0,"0","No",3,10,"Highly Rural/ Rural"
0,0,"0",49,"0",0,0,"No",0,"No","M","High School","Student",64,"Private",2630,10,"Minivan","yes",0,"0","No",0,7,"Highly Rural/ Rural"
0,0,"0",59,"2",16,35192,"No",165343,"Yes","F","High School","Clerical",30,"Private",10920,7,"SUV","no",0,"0","No",0,3,"Highly Rural/ Rural"
0,0,"0",40,"3",0,0,"Yes",92488,"No","F","High School","Home Maker",28,"Private",7120,7,"Sports Car","no",0,"0","No",3,6,"Highly Rural/ Rural"
0,0,"0",53,"0",13,189509,"No",0,"No","F","PhD","Manager",36,"Private",27680,1,"SUV","no",0,"0","No",3,17,"Highly Urban/ Urban"
1,4217.11634076699,"0",40,"0",9,25505,"No",0,"No","F","High School","Blue Collar",40,"Commercial",17330,1,"SUV","no",0,"0","No",1,10,"Highly Urban/ Urban"
1,4271.47073230614,"1",40,"2",15,30324,"Yes",0,"No","F","<High School","Blue Collar",27,"Private",11590,1,"SUV","no",0,"0","No",5,6,"Highly Urban/ Urban"
0,0,"0",39,"1",11,61793,"No",226016,"Yes","F","Masters","Professional",26,"Private",28290,6,"Pickup","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",57,"0",14,62894,"No",242043,"Yes","M","Bachelors","Professional",38,"Private",14870,7,"Minivan","yes",3989,"1","No",7,11,"Highly Urban/ Urban"
0,0,"0",50,"0",13,63799,"No",0,"No","M","<High School","Blue Collar",43,"Private",16050,1,"Minivan","yes",3754,"1","No",3,1,"Highly Urban/ Urban"
0,0,"1",40,"3",9,130051,"No",379840,"Yes","F","Bachelors","Blue Collar",23,"Commercial",23470,11,"Minivan","no",0,"0","No",2,9,"Highly Urban/ Urban"
0,0,"0",46,"0",10,35678,"No",158840,"No","F","Bachelors","Student",73,"Commercial",12610,14,"SUV","no",0,"0","No",0,8,"Highly Urban/ Urban"
1,4419.30878464238,"0",51,"0",11,51605,"No",0,"No","M","<High School","Blue Collar",41,"Private",15100,4,"Minivan","yes",30605,"1","Yes",5,7,"Highly Urban/ Urban"
0,0,"0",35,"3",11,88117,"Yes",236440,"No","F","Bachelors","Blue Collar",55,"Commercial",17400,6,"Minivan","no",0,"0","No",0,10,"Highly Urban/ Urban"
1,4900.64596980017,"0",59,"0",13,63969,"No",187263,"No","F","High School","Blue Collar",42,"Commercial",16210,4,"Pickup","no",4733,"3","No",11,1,"Highly Urban/ Urban"
0,0,"0",54,"0",12,102295,"No",299916,"No","M","PhD","Manager",18,"Private",14320,4,"Minivan","no",0,"0","No",0,15,"Highly Urban/ Urban"
0,0,"0",35,"2",0,0,"No",75659,"Yes","F","<High School","Student",29,"Private",6140,10,"Sports Car","no",10139,"1","No",0,1,"Highly Urban/ Urban"
0,0,"0",55,"0",9,41159,"No",190351,"Yes","M","<High School","Clerical",28,"Commercial",11120,6,"Pickup","no",0,"0","No",0,6,"Highly Rural/ Rural"
0,0,"0",54,"0",15,48466,"No",187224,"Yes","F","Bachelors","Blue Collar",41,"Commercial",29490,4,"Minivan","no",0,"0","No",0,3,"Highly Rural/ Rural"
0,0,"0",52,"0",10,2680,"No",0,"No","F","PhD","Home Maker",53,"Private",11380,11,"Minivan","no",0,"0","No",0,17,"Highly Rural/ Rural"
0,0,"2",36,"2",9,69434,"No",230609,"Yes","M","Bachelors","Blue Collar",49,"Private",3860,4,"Minivan","yes",3367,"2","No",0,7,"Highly Urban/ Urban"
0,0,"0",57,"0",11,77686,"No",240777,"Yes","M","PhD","Doctor",27,"Private",27020,6,"Minivan","yes",0,"0","No",3,8,"Highly Urban/ Urban"
0,0,"0",45,"0",6,75109,"No",277896,"No","M","Masters","Lawyer",26,"Private",15350,1,"Minivan","yes",0,"0","No",0,19,"Highly Urban/ Urban"
1,4192.01588306544,"1",42,"3",11,59800,"Yes",0,"No","M","High School","Clerical",37,"Private",11680,3,"Pickup","yes",6914,"3","No",5,1,"Highly Urban/ Urban"
1,3348.96686348914,"0",29,"1",0,0,"No",0,"Yes","F","High School","Home Maker",42,"Private",10860,1,"SUV","no",0,"0","Yes",0,1,"Highly Urban/ Urban"
0,0,"0",47,"0",11,46812,"No",166668,"Yes","M","Masters","Lawyer",36,"Private",10880,10,"Pickup","no",0,"0","Yes",0,16,"Highly Urban/ Urban"
0,0,"0",46,"0",11,97475,"No",158840,"No","F","High School","Manager",51,"Private",21440,4,"Sports Car","no",8393,"1","No",5,7,"Highly Urban/ Urban"
0,0,"0",46,"0",16,46018,"No",158840,"Yes","F","Bachelors","Professional",13,"Private",16700,4,"Minivan","no",1003,"1","No",0,12,"Highly Urban/ Urban"
1,3458.83915336289,"0",30,"0",0,0,"No",0,"No","M","High School","Student",25,"Commercial",4500,1,"Pickup","yes",2409,"3","No",3,9,"Highly Urban/ Urban"
0,0,"0",43,"2",10,27496,"No",152043,"Yes","F","<High School","Clerical",47,"Commercial",35890,6,"Panel Truck","yes",0,"0","Yes",0,8,"Highly Rural/ Rural"
0,0,"0",37,"0",12,49548,"No",0,"No","F","High School","Clerical",29,"Private",7120,6,"SUV","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",57,"0",11,93401,"No",0,"No","F","Bachelors","Manager",12,"Commercial",28100,6,"Pickup","no",7314,"2","No",5,13,"Highly Urban/ Urban"
0,0,"0",51,"0",12,82886,"No",237613,"Yes","F","PhD","Home Maker",26,"Private",21480,3,"Sports Car","no",26426,"2","No",3,17,"Highly Rural/ Rural"
1,3882.52111686666,"3",40,"3",12,47456,"No",165012,"Yes","M","High School","Blue Collar",36,"Commercial",25920,1,"Panel Truck","no",3402,"1","No",0,5,"Highly Urban/ Urban"
1,3795.14597124169,"0",32,"2",12,39144,"Yes",0,"No","F","<High School","Blue Collar",34,"Private",5410,4,"SUV","no",23418,"3","Yes",5,1,"Highly Urban/ Urban"
0,0,"0",46,"0",6,34508,"No",183694,"Yes","F","High School","Clerical",14,"Private",8430,1,"SUV","no",25401,"3","No",1,6,"Highly Rural/ Rural"
0,0,"1",38,"1",6,51778,"No",113408,"Yes","F","<High School","Clerical",52,"Private",7340,7,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",50,"0",12,73671,"No",158840,"Yes","F","Masters","Lawyer",6,"Private",22420,1,"Minivan","no",0,"0","No",0,15,"Highly Urban/ Urban"
0,0,"0",49,"0",11,89659,"No",0,"No","M","Bachelors","Professional",31,"Private",1500,4,"Minivan","yes",5064,"2","No",1,13,"Highly Urban/ Urban"
0,0,"0",51,"0",7,141546,"No",351285,"No","M","PhD","Manager",18,"Commercial",29330,4,"Panel Truck","yes",1184,"2","No",4,8,"Highly Urban/ Urban"
0,0,"0",46,"0",14,34705,"No",173076,"Yes","M","High School","Blue Collar",50,"Commercial",9570,7,"Pickup","yes",0,"0","No",0,7,"Highly Urban/ Urban"
1,2904.9552889442,"0",38,"0",0,0,"No",0,"No","F","<High School","Student",40,"Private",1630,4,"Sports Car","no",9228,"2","No",7,6,"Highly Urban/ Urban"
1,3812.89803681495,"0",36,"2",12,69546,"No",186300,"Yes","F","High School","Blue Collar",33,"Commercial",12050,1,"Sports Car","no",5106,"2","No",1,1,"Highly Urban/ Urban"
0,0,"0",41,"1",10,137815,"Yes",0,"No","F","Bachelors","Manager",33,"Private",16160,9,"Minivan","no",0,"0","Yes",1,1,"Highly Urban/ Urban"
0,0,"0",43,"0",9,43505,"No",107149,"No","F","Bachelors","Clerical",37,"Private",10780,4,"SUV","no",3904,"1","No",5,10,"Highly Urban/ Urban"
0,0,"0",41,"3",12,48762,"No",176946,"Yes","F","High School","Clerical",26,"Private",28090,1,"Minivan","no",3996,"2","No",4,12,"Highly Urban/ Urban"
1,3971.57757860585,"2",45,"2",10,71119,"Yes",0,"No","F","Bachelors","Clerical",43,"Private",15600,1,"Minivan","no",3534,"3","No",5,4,"Highly Urban/ Urban"
1,4149.33050379704,"1",39,"2",11,40608,"Yes",176832,"No","F","High School","Clerical",20,"Private",9130,9,"SUV","no",0,"0","No",3,6,"Highly Urban/ Urban"
0,0,"0",43,"0",11,50260,"No",178766,"Yes","F","High School","Professional",36,"Private",20490,6,"Minivan","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",36,"0",9,32645,"No",190491,"Yes","M","PhD","Doctor",51,"Private",8360,4,"Minivan","yes",7466,"3","No",0,14,"Highly Urban/ Urban"
0,0,"2",39,"2",11,64990,"No",197575,"Yes","F","High School","Professional",5,"Commercial",17510,10,"Pickup","no",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",45,"0",13,107012,"No",322746,"Yes","M","Masters","Manager",43,"Commercial",28300,4,"Panel Truck","yes",0,"0","No",3,1,"Highly Urban/ Urban"
0,0,"0",46,"0",7,76216,"No",0,"No","F","Masters","Home Maker",56,"Private",13720,4,"SUV","no",0,"0","Yes",3,19,"Highly Urban/ Urban"
0,0,"1",51,"1",8,51778,"No",253662,"Yes","M","High School","Blue Collar",5,"Commercial",12430,1,"Minivan","yes",9000,"1","No",0,11,"Highly Urban/ Urban"
0,0,"0",55,"0",12,51512,"No",0,"No","M","Bachelors","Clerical",29,"Commercial",9160,6,"Pickup","no",0,"0","No",0,4,"Highly Rural/ Rural"
0,0,"0",51,"0",14,37098,"No",158840,"No","M","Masters","Unknown",24,"Commercial",10310,7,"Pickup","yes",9736,"3","No",2,19,"Highly Urban/ Urban"
0,0,"1",38,"1",9,100796,"Yes",0,"No","M","Bachelors","Professional",26,"Private",16860,6,"Minivan","yes",3011,"4","No",0,8,"Highly Urban/ Urban"
0,0,"0",43,"1",12,71402,"No",210868,"Yes","F","Masters","Unknown",21,"Commercial",27250,1,"Panel Truck","no",9712,"3","No",1,15,"Highly Urban/ Urban"
0,0,"0",50,"0",0,0,"No",158840,"No","F","High School","Home Maker",8,"Private",6500,7,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
1,3912.9169012917,"0",29,"3",13,24365,"Yes",0,"No","F","High School","Student",9,"Commercial",6840,7,"SUV","no",36744,"1","Yes",2,1,"Highly Urban/ Urban"
0,0,"0",40,"2",11,51778,"Yes",0,"No","M","Bachelors","Professional",5,"Private",16080,3,"Minivan","yes",0,"0","No",0,1,"Highly Urban/ Urban"
1,5075.90163326476,"2",43,"3",12,53073,"Yes",213525,"No","F","Masters","Lawyer",39,"Private",23100,10,"Pickup","no",5328,"4","No",5,13,"Highly Urban/ Urban"
0,0,"0",52,"0",0,0,"No",148315,"Yes","M","<High School","Student",62,"Private",7070,4,"Pickup","yes",0,"0","No",2,1,"Highly Rural/ Rural"
0,0,"0",51,"0",8,46993,"No",175488,"Yes","F","Bachelors","Blue Collar",40,"Commercial",11300,1,"Minivan","no",4219,"4","No",3,6,"Highly Urban/ Urban"
0,0,"0",48,"0",9,16468,"No",127759,"Yes","F","<High School","Clerical",19,"Private",16540,1,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"1",43,"2",12,83803,"Yes",285833,"No","F","High School","Blue Collar",31,"Commercial",19050,7,"SUV","no",1670,"2","No",2,8,"Highly Rural/ Rural"
0,0,"1",44,"2",11,63215,"No",202136,"Yes","F","Bachelors","Professional",9,"Private",12930,6,"SUV","no",7746,"1","No",5,10,"Highly Urban/ Urban"
0,0,"0",46,"0",12,128026,"No",350087,"Yes","F","PhD","Manager",27,"Commercial",21170,6,"Pickup","no",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"0",34,"1",10,74356,"No",233461,"Yes","F","Bachelors","Manager",41,"Private",1500,13,"SUV","no",5926,"2","No",8,13,"Highly Urban/ Urban"
0,0,"1",37,"3",6,29251,"Yes",158840,"No","F","<High School","Clerical",37,"Private",22300,12,"Minivan","no",0,"0","No",0,5,"Highly Urban/ Urban"
0,0,"0",28,"2",11,11550,"No",104450,"Yes","M","<High School","Clerical",23,"Private",6180,1,"Minivan","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",45,"0",11,124745,"No",0,"No","F","Masters","Lawyer",45,"Private",27150,6,"Pickup","no",0,"0","No",2,8,"Highly Urban/ Urban"
0,0,"0",51,"0",11,71939,"No",0,"No","M","Bachelors","Manager",14,"Private",13790,1,"Minivan","no",0,"0","No",2,8,"Highly Urban/ Urban"
0,0,"0",37,"2",11,36073,"No",158840,"Yes","M","<High School","Clerical",32,"Commercial",22690,6,"Panel Truck","yes",8193,"4","No",5,6,"Highly Urban/ Urban"
0,0,"2",44,"2",13,142551,"Yes",391566,"No","F","Masters","Lawyer",16,"Private",5900,11,"Sports Car","no",39019,"1","No",8,18,"Highly Urban/ Urban"
0,0,"0",47,"0",7,69496,"No",0,"No","M","High School","Professional",43,"Commercial",24310,10,"Panel Truck","yes",0,"0","No",0,8,"Highly Urban/ Urban"
1,4149.98590368875,"0",49,"0",10,41068,"No",0,"No","M","High School","Blue Collar",28,"Commercial",21130,6,"Van","yes",7463,"2","No",0,1,"Highly Urban/ Urban"
0,0,"0",45,"1",9,51221,"No",166715,"Yes","M","<High School","Clerical",51,"Private",16550,1,"Minivan","yes",0,"0","No",1,6,"Highly Urban/ Urban"
0,0,"0",44,"0",0,0,"No",0,"No","F","PhD","Home Maker",26,"Private",22490,11,"Minivan","no",0,"0","No",1,15,"Highly Urban/ Urban"
0,0,"0",49,"0",13,96057,"No",245655,"Yes","M","Bachelors","Professional",76,"Commercial",27660,6,"Panel Truck","no",0,"0","No",2,9,"Highly Urban/ Urban"
0,0,"0",35,"0",5,37684,"No",155474,"No","M","Masters","Professional",29,"Private",11040,1,"Minivan","yes",9788,"2","No",3,9,"Highly Urban/ Urban"
0,0,"0",41,"0",11,56281,"No",179309,"No","M","Bachelors","Manager",54,"Private",11230,1,"Minivan","no",5916,"1","No",1,13,"Highly Urban/ Urban"
0,0,"0",56,"1",11,50384,"No",191197,"Yes","M","Bachelors","Manager",38,"Private",14990,1,"Minivan","yes",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",51,"0",11,57910,"No",229038,"Yes","M","Masters","Lawyer",13,"Private",13610,10,"Minivan","no",0,"0","No",2,13,"Highly Urban/ Urban"
0,0,"0",41,"1",12,141776,"No",352314,"Yes","M","PhD","Unknown",62,"Commercial",22220,4,"Van","no",0,"0","No",0,11,"Highly Rural/ Rural"
0,0,"0",38,"4",19,30735,"No",136298,"Yes","F","<High School","Clerical",15,"Private",21430,10,"Minivan","no",0,"0","No",0,4,"Highly Rural/ Rural"
0,0,"0",51,"0",11,104346,"No",319207,"Yes","F","High School","Blue Collar",33,"Commercial",24860,17,"Minivan","no",2131,"1","No",3,1,"Highly Urban/ Urban"
0,0,"0",62,"0",11,34580,"No",195895,"Yes","F","Masters","Lawyer",12,"Private",20880,1,"Minivan","no",6200,"1","No",3,12,"Highly Rural/ Rural"
0,0,"0",47,"0",8,130087,"No",0,"No","F","Masters","Lawyer",28,"Private",11980,1,"SUV","no",0,"0","No",0,22,"Highly Urban/ Urban"
0,0,"0",47,"0",9,59233,"No",167038,"No","F","Bachelors","Blue Collar",14,"Commercial",21420,1,"Minivan","no",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",53,"0",11,91924,"No",249756,"Yes","M","High School","Blue Collar",5,"Commercial",19330,13,"Van","no",20463,"1","Yes",3,8,"Highly Urban/ Urban"
0,0,"0",47,"0",12,60936,"No",254729,"Yes","M","Bachelors","Professional",24,"Private",14220,10,"Minivan","no",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",53,"0",8,132536,"No",368061,"Yes","M","Bachelors","Professional",43,"Commercial",20050,1,"Van","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",55,"0",12,41341,"No",0,"No","F","Masters","Lawyer",24,"Private",10690,7,"Minivan","no",0,"0","Yes",0,9,"Highly Urban/ Urban"
0,0,"0",41,"0",7,37771,"No",169247,"Yes","F","Bachelors","Home Maker",44,"Private",9380,4,"SUV","no",0,"0","No",0,11,"Highly Rural/ Rural"
0,0,"0",56,"0",13,112246,"No",0,"No","M","PhD","Lawyer",10,"Private",17180,7,"Van","no",0,"0","No",2,10,"Highly Urban/ Urban"
0,0,"0",38,"0",7,94513,"No",256582,"Yes","F","Bachelors","Manager",20,"Private",19120,10,"SUV","no",0,"0","No",0,14,"Highly Urban/ Urban"
0,0,"0",56,"0",12,146309,"No",426818,"Yes","F","Masters","Lawyer",11,"Private",34460,6,"Pickup","no",0,"0","No",3,15,"Highly Urban/ Urban"
0,0,"0",41,"0",0,0,"No",0,"No","F","High School","Home Maker",40,"Private",12860,4,"SUV","no",0,"0","No",0,1,"Highly Rural/ Rural"
1,4365.13675171291,"0",54,"0",12,40818,"No",0,"No","F","Masters","Lawyer",34,"Private",10980,1,"SUV","no",5050,"2","No",0,15,"Highly Urban/ Urban"
1,3536.83737995059,"0",31,"1",8,30348,"Yes",128843,"No","M","Bachelors","Clerical",47,"Private",4600,10,"Minivan","no",2118,"1","No",4,9,"Highly Urban/ Urban"
0,0,"0",61,"0",14,203920,"No",488199,"Yes","M","High School","Blue Collar",42,"Commercial",27990,1,"Minivan","no",0,"0","No",0,9,"Highly Rural/ Rural"
0,0,"0",52,"0",14,7356,"No",0,"Yes","M","High School","Student",20,"Private",3030,1,"Minivan","no",6796,"2","No",0,7,"Highly Urban/ Urban"
0,0,"0",39,"0",10,111619,"No",158840,"No","M","Masters","Lawyer",24,"Private",28390,4,"Minivan","yes",0,"0","No",0,16,"Highly Urban/ Urban"
1,4736.33731883548,"0",63,"0",15,42209,"No",0,"No","M","High School","Blue Collar",22,"Commercial",16250,1,"SUV","no",6379,"3","No",8,9,"Highly Urban/ Urban"
1,4246.19565871097,"0",53,"0",12,72537,"No",0,"No","M","Bachelors","Blue Collar",23,"Commercial",18880,1,"Van","yes",0,"0","No",3,1,"Highly Urban/ Urban"
0,0,"0",41,"0",0,0,"No",0,"Yes","F","High School","Home Maker",49,"Private",5700,7,"SUV","no",50807,"3","No",0,7,"Highly Rural/ Rural"
0,0,"0",39,"2",12,36143,"Yes",0,"No","M","High School","Clerical",44,"Private",5400,1,"Pickup","yes",0,"0","No",0,10,"Highly Rural/ Rural"
0,0,"3",45,"3",14,54391,"No",219806,"Yes","M","Bachelors","Clerical",22,"Commercial",22720,1,"Panel Truck","yes",0,"0","No",0,9,"Highly Rural/ Rural"
0,0,"0",54,"0",11,141318,"No",411675,"Yes","F","Masters","Lawyer",38,"Private",15630,15,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
1,4001.51172577732,"0",35,"0",12,58310,"No",0,"No","M","High School","Blue Collar",33,"Private",8470,1,"Pickup","no",0,"0","No",2,1,"Highly Urban/ Urban"
0,0,"0",53,"0",9,30012,"No",0,"No","F","Masters","Manager",17,"Private",15990,17,"Minivan","no",0,"0","Yes",0,15,"Highly Urban/ Urban"
0,0,"0",47,"0",11,25620,"No",141115,"Yes","M","High School","Clerical",64,"Commercial",8760,1,"Pickup","yes",0,"0","No",0,10,"Highly Rural/ Rural"
0,0,"0",40,"0",14,25645,"No",120237,"Yes","F","High School","Clerical",50,"Private",15490,1,"SUV","no",5375,"2","No",0,1,"Highly Urban/ Urban"
0,0,"0",54,"0",11,0,"No",0,"No","F","High School","Student",29,"Private",17160,1,"SUV","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"1",43,"2",13,82356,"No",244354,"Yes","M","<High School","Blue Collar",33,"Commercial",21600,1,"Van","yes",0,"0","No",0,3,"Highly Urban/ Urban"
0,0,"0",44,"2",15,14041,"No",122698,"Yes","F","High School","Clerical",30,"Private",11100,4,"Pickup","yes",1297,"2","No",0,1,"Highly Urban/ Urban"
0,0,"0",30,"2",12,103185,"No",299281,"Yes","F","Masters","Unknown",9,"Private",11140,7,"SUV","no",0,"0","No",0,15,"Highly Urban/ Urban"
0,0,"0",50,"0",0,0,"No",88189,"Yes","F","Bachelors","Home Maker",44,"Private",1500,11,"Sports Car","no",26452,"2","No",0,1,"Highly Urban/ Urban"
0,0,"0",37,"2",12,35738,"No",138610,"Yes","F","High School","Clerical",46,"Private",12900,1,"SUV","no",0,"0","No",1,1,"Highly Urban/ Urban"
0,0,"0",52,"0",11,63807,"No",199353,"No","M","Masters","Lawyer",50,"Private",2250,9,"Minivan","yes",9155,"4","No",0,8,"Highly Urban/ Urban"
0,0,"2",60,"2",9,8287,"No",160005,"Yes","F","Bachelors","Home Maker",63,"Private",10800,1,"Minivan","no",937,"4","No",0,8,"Highly Urban/ Urban"
0,0,"0",44,"0",10,61597,"No",207095,"Yes","M","Bachelors","Manager",25,"Commercial",19310,6,"Van","yes",2576,"1","No",0,4,"Highly Urban/ Urban"
1,4012.02754644548,"2",42,"2",8,57379,"Yes",0,"No","F","High School","Blue Collar",37,"Commercial",20040,1,"Sports Car","no",0,"0","Yes",2,1,"Highly Urban/ Urban"
0,0,"1",38,"2",12,35653,"No",135668,"Yes","M","<High School","Blue Collar",34,"Private",8870,1,"Pickup","yes",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",38,"1",7,46138,"Yes",196543,"No","F","Bachelors","Professional",30,"Private",14870,10,"Sports Car","no",14954,"3","No",2,8,"Highly Urban/ Urban"
1,4665.8034751529,"0",34,"1",9,37364,"Yes",173675,"No","F","Masters","Lawyer",49,"Private",8640,8,"SUV","no",43725,"3","Yes",1,1,"Highly Urban/ Urban"
0,0,"0",54,"0",0,0,"No",81350,"Yes","F","High School","Home Maker",33,"Private",13570,7,"Minivan","no",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"0",47,"0",13,51778,"No",0,"Yes","M","High School","Student",18,"Commercial",6880,6,"Minivan","yes",0,"0","No",0,1,"Highly Urban/ Urban"
